salary;age;elevel;car;zipcode;credit;brand
55441,39689;52;2;3;5;576,38;Elago
131599,7756407;69;4;4;8;697,59; 
140892,6923;57;4;1;7;666,42;Elago
120260,6492;78;4;2;4;747,29;Elago
89189,7970928899;64;3;5;7;598,63; 
57100,27296;61;1;8;4;673,74;Belkin
63864,702248911;57;3;6;4;603,02; 
91160,6138283237;78;3;5;4;676,9; 
143475,528653327;74;2;11;0;688,02; 
68668,61837;29;1;8;4;669;Belkin
105759,9201;30;2;12;0;649,76;Elago
91505,49757;59;2;4;2;598,13;Belkin
129165,420623262;77;4;1;3;694,4; 
95752,65141;33;3;8;2;680,81;Belkin
115431,904580571;76;3;10;2;734,25; 
131973,510681282;70;3;13;6;742,08; 
61478,3749097991;51;2;16;1;540,41; 
143481,1876;60;3;11;5;664,64;Belkin
137612,570405086;24;2;10;3;710,54; 
117906,417928018;56;3;16;2;661,14; 
84426,59371;25;2;1;0;565,92;Elago
53801,64387;34;2;10;2;561,62;Elago
48712,2450245973;56;2;8;6;602,97; 
115228,971289922;58;3;9;3;777,08; 
82218,45939;21;2;8;8;645,35;Elago
85972,152714307;31;2;1;6;585,05; 
139687,467120897;47;3;9;0;782,48; 
99860,71963;65;2;7;6;688,15;Belkin
65449,1473803801;23;3;7;3;547,79; 
111095,1883;23;3;13;8;756,09;Elago
153439,050734262;43;2;20;6;828,52; 
135120,761502114;79;3;4;3;760,77; 
112200,469277737;78;3;16;5;629,58; 
101298,6718;20;3;6;3;669,19;Elago
94857,27843;26;2;2;8;616,26;Belkin
96032,94104;39;2;12;6;583,82;Belkin
66785,59276;20;2;17;4;569,24;Belkin
87732,61178;72;2;3;7;673,51;Belkin
55117,1849539482;55;3;3;2;584,64; 
139324,845;37;3;16;0;824,52;Elago
42127,8904952565;36;2;1;0;560,73; 
55982,03847;60;2;7;1;509,47;Belkin
70531,1697444055;49;2;3;5;524,36; 
131570,9508;52;2;17;0;660,35;Elago
43377,95669;30;1;6;2;536,05;Elago
126518,6483;45;3;2;8;695,04;Belkin
128202,2309;75;3;19;1;627,35;Belkin
43944,72955;73;1;17;8;635,99;Belkin
36157,09119;58;2;20;8;548,17;Belkin
137506,104453932;20;3;1;1;644,83; 
50604,43884;36;1;8;0;625,55;Elago
23673,94061;43;1;15;3;558,33;Elago
85635,23629;72;2;8;3;560,01;Elago
25854,61622;80;2;15;5;609,49;Belkin
137714,3281;57;3;1;2;678,42;Belkin
43626,85381;67;1;6;3;506,98;Belkin
93185,8728;50;2;3;6;719,34;Belkin
105369,2255;40;3;4;4;597,56;Elago
90487,62454;29;3;3;8;590,32;Belkin
111234,7186;66;3;20;4;710,14;Elago
124991,9301;20;3;4;1;786,32;Elago
77510,4475744774;73;3;16;2;711,14; 
124899,787608984;50;3;9;0;782,69; 
20000;26;2;15;0;522,27;Elago
61181,6266402143;21;3;7;5;523,75; 
72081,1876076471;79;1;17;4;700,82; 
29817,1066629987;71;1;8;7;490,6; 
91927,05726;50;2;6;7;570,07;Belkin
150000;77;4;11;2;767,02;Elago
141822,296188413;69;3;13;2;740,8; 
31526,67665;51;2;18;6;502,09;Elago
20920,23294;27;1;18;2;497,33;Elago
97971,33207;28;3;7;6;622,62;Elago
121416,240266921;20;2;6;4;747,8; 
70667,09562;25;2;5;3;683,36;Belkin
46243,01061;62;1;17;3;583,15;Elago
40229,6227394924;73;2;15;5;500,27; 
127360,311011964;79;3;12;0;781,36; 
46548,60412;58;1;8;2;596,78;Belkin
115111,6726;51;2;3;6;637,79;Belkin
24807,2606634675;56;2;18;7;515,55; 
152767,327536732;37;4;1;0;809,58; 
97026,28557;48;3;7;6;585,96;Belkin
141265,813;24;3;13;3;763,23;Belkin
36996,25579;48;1;20;6;473,17;Elago
60568,93108;49;2;15;4;625,89;Elago
154311,363475745;37;3;11;5;751,31; 
79027,02142;39;3;17;1;623,33;Elago
104384,0149;36;3;8;0;671,97;Belkin
129345,9842;58;3;3;8;782;Belkin
27277,82636;73;2;15;8;484,28;Belkin
112823,5007;20;3;6;5;675,68;Elago
129126,9484;32;3;14;4;714,44;Elago
118803,071959937;65;3;13;6;684,94; 
122347,8482;36;3;9;0;697,11;Elago
96373,78527;44;3;13;6;718,47;Belkin
43844,93066;20;1;7;1;552,56;Elago
130117,800058636;44;4;1;4;720,6; 
32817,89583;33;2;15;1;452,45;Elago
76312,84696;75;3;20;1;553,07;Belkin
96637,63136;55;2;13;4;637,3;Belkin
53278,95387;49;3;12;7;666,53;Elago
34739,258427876;53;1;8;6;534,44; 
37242,1218;66;2;3;2;634,08;Belkin
76732,54614;32;3;18;3;668,4;Belkin
58670,09156;27;2;17;6;550,22;Belkin
117575,891873424;42;2;13;5;671,56; 
129612,1911;37;3;20;2;758,7;Elago
133981,0969;45;2;19;3;766,32;Elago
99902,58369;71;2;9;4;675,8;Elago
81706,86183;72;3;3;3;635,85;Elago
34276,2883809205;71;2;15;5;483,51; 
138288,133074669;33;3;8;2;811,74; 
52118,39651;20;2;7;2;628,86;Elago
42053,5089539404;30;2;5;1;589,6; 
88058,88215;30;2;1;6;695,1;Belkin
37563,1924666502;67;2;10;3;607,24; 
145473,4909;59;3;11;7;670,47;Elago
30866,15581;61;1;15;0;575,37;Belkin
95164,79018;61;3;16;7;672,75;Elago
130300,1049;57;2;4;6;728,19;Belkin
140358,3765;25;2;1;2;658,68;Elago
65577,4059963349;20;2;20;0;559,04; 
152183,982270292;32;4;1;7;702,66; 
27888,39045;78;1;15;7;521,99;Belkin
48356,40069;79;2;7;3;582,7;Belkin
42681,7431398614;54;2;7;1;609,2; 
85762,6737575401;34;2;1;0;616,03; 
58138,79884;63;2;8;7;659,95;Belkin
70693,88426;45;1;12;7;570,25;Elago
46173,68976;31;2;7;0;515,39;Elago
59920,72899;78;3;7;4;673;Belkin
38597,8914822925;20;2;1;6;637,48; 
102434,5097;78;2;13;1;592,01;Belkin
98705,05996;41;2;3;8;692,5;Belkin
128425,180165557;37;3;9;3;708,99; 
46871,03391;76;2;20;3;507,5;Belkin
91737,2981221813;62;3;3;4;588,47; 
73212,7789761549;57;3;8;8;561,3; 
20000;30;1;20;2;437,01;Belkin
20000;32;1;8;1;506,5;Elago
115718,408554531;45;3;9;3;642,61; 
84453,71081;69;3;12;5;547,15;Belkin
83733,53013;76;3;15;1;555,07;Belkin
44416,80581;61;2;5;7;606,46;Belkin
110562,714029515;56;2;9;4;649,26; 
97841,9648716149;20;3;3;5;704,54; 
131897,1954;39;3;3;1;674,05;Elago
66179,24935;42;3;3;1;670;Elago
20000;75;1;15;3;554,21;Elago
41875,2069;46;2;7;5;606,07;Elago
49500,91839;20;1;12;3;582,45;Elago
85935,70196;67;2;9;6;688,48;Belkin
47610,38783;29;1;5;4;636,24;Elago
55899,97587;38;2;7;7;547,06;Elago
100273,303495257;22;3;4;5;689,31; 
75906,66395;51;2;18;7;665,65;Elago
113781,3195;76;3;9;1;669,22;Elago
39115,2750610245;26;2;17;5;515,1; 
131466,2269;71;3;14;4;647,11;Belkin
67865,22442;63;2;10;6;536,81;Belkin
116356,378987522;28;3;8;2;597,82; 
145057,5764;38;3;14;4;811,44;Elago
22882,1632432675;80;2;20;2;438,25; 
64643,37191;78;1;8;1;616,45;Belkin
29206,0611435926;52;2;20;8;482,74; 
126479,9281;77;3;19;2;787,28;Belkin
95761,6881439971;58;2;13;2;588,23; 
41343,17497;43;2;10;1;620,45;Elago
58510,43161;80;1;4;6;560,41;Belkin
29459,3574546689;31;2;15;6;455,43; 
20000;50;1;18;4;583,55;Elago
96780,15777;80;2;3;5;734,12;Elago
52353,0580925516;71;2;19;4;590,34; 
90932,773094848;59;2;6;8;574,02; 
144163,5178;68;3;10;1;759,92;Elago
113429,1204;50;2;3;4;647,05;Elago
77177,71155;30;2;10;8;558,71;Belkin
110075,0214;32;3;8;4;657,85;Elago
53548,57119;20;3;8;4;606,33;Elago
52094,83059;61;2;5;6;658,43;Belkin
30865,0687117555;29;2;15;5;595,92; 
84944,38815;28;2;5;4;677,29;Belkin
112111,4184;47;2;7;0;705,6;Belkin
77756,0436209042;62;3;10;4;696,6; 
144665,658596868;77;4;1;8;825,52; 
159269,330221166;24;4;1;0;740,94; 
29241,77029;46;2;18;5;605,09;Elago
89006,74485;22;2;20;1;618,18;Belkin
127558,8449;54;3;12;5;789,09;Elago
116719,189320611;51;2;16;8;710,09; 
139782,5628;78;3;6;8;741,11;Belkin
22936,25866;77;1;8;5;483,55;Belkin
78203,01515;49;3;16;2;571,42;Belkin
123526,356712395;75;2;3;6;658,64; 
111579,0695;76;2;16;7;718,88;Belkin
84495,32314;40;3;9;7;725,42;Belkin
158389,022815965;20;4;14;5;840,99; 
91845,0951087587;52;3;12;8;728,9; 
67787,74837;51;2;18;8;685,58;Elago
106478,787950372;67;3;8;2;745,45; 
134082,7209;37;3;6;5;779,61;Elago
71184,70867;67;1;8;6;684,58;Belkin
46548,59334;21;2;7;2;653,84;Elago
104341,4502;48;3;3;6;713,01;Belkin
135762,6318;33;4;1;8;731,98;Elago
150000;61;3;5;2;841,22;Elago
87682,3731948575;41;3;1;5;661,4; 
55074,79841;66;2;20;4;637,9;Elago
152607,375267013;28;3;11;1;797,27; 
56194,7967974673;60;2;7;4;634,39; 
153986,361317123;70;4;11;2;813,06; 
88168,0737575461;80;2;1;2;683,77; 
122082,2275;51;4;6;2;667,62;Belkin
73899,21107763;56;1;8;8;562,71; 
113117,988112693;54;3;7;8;642,95; 
64003,5172645472;39;1;3;8;649,91; 
112215,3115;58;3;6;6;612,95;Belkin
138866,417080773;42;4;1;7;651,88; 
28051,4388526974;56;1;20;1;479,55; 
104563,574000549;61;3;3;2;731,43; 
70241,27167;62;1;12;8;637,35;Belkin
76701,7668;68;2;2;4;614,67;Belkin
153932,229522894;48;3;5;3;807,11; 
83783,9937610989;39;2;10;0;650,35; 
109973,3099;48;2;4;1;724,12;Belkin
46588,59929;21;1;20;7;617,2;Elago
60527,32154;61;3;7;2;678,26;Belkin
136439,755064996;61;3;8;2;633,76; 
96721,343;24;2;14;4;602,06;Elago
52740,89433;64;3;20;3;514,77;Belkin
147743,7402;78;4;1;5;675,22;Belkin
134425,1635699;26;3;20;3;810,63; 
47717,2702373333;21;3;3;4;636,23; 
124237,152242118;25;3;4;5;772,56; 
113277,2473;31;3;4;8;632,79;Elago
132153,965133798;76;3;14;7;653,11; 
148773,2325;45;4;11;0;668,48;Elago
126858,817;36;4;20;2;731,85;Elago
29610,6885037069;48;1;7;7;587,27; 
58393,41116;32;1;16;2;624,91;Elago
31855,46941;60;2;15;7;500,44;Belkin
135093,031182224;76;4;7;5;657,71; 
59078,6953644193;24;2;7;6;651,34; 
63035,02175;50;2;10;1;680,15;Elago
51523,302665421;53;2;4;0;601,84; 
61903,83463;53;2;8;2;542,09;Elago
132474,9774;32;3;13;8;712,6;Elago
20000;52;1;15;3;496,03;Elago
33847,3120110733;21;2;18;4;553,45; 
127084,1838;40;2;9;2;663,04;Elago
122270,236223997;59;3;9;8;665,03; 
140768,4066;31;4;11;5;763,56;Elago
37478,8079314141;40;2;1;0;554,56; 
33390,2708054934;36;1;15;4;462,16; 
74286,62381;25;3;7;3;637,42;Elago
58166,8666201805;25;3;12;0;539,79; 
65179,35443;24;1;3;7;682,69;Belkin
55755,03014;30;2;5;5;555,96;Belkin
109478,529;78;2;19;7;758,45;Elago
123032,182003063;80;3;14;8;642,24; 
95868,75112;48;2;8;1;725,18;Belkin
69089,77295;36;2;5;7;599,58;Belkin
147795,093775736;54;2;8;5;660,92; 
64376,00906;52;1;15;4;522,95;Elago
141649,482835051;35;2;11;3;765,72; 
49247,33657;67;2;18;2;624,77;Elago
43724,98862;27;2;7;1;582,87;Elago
117052,8204;74;4;1;1;632,62;Belkin
115535,4979;53;2;9;0;610,52;Belkin
68005,5073332443;74;1;8;1;585,81; 
121259,3383;47;3;12;4;790,06;Belkin
91315,19507;57;3;16;6;654,29;Belkin
67943,076;72;2;7;2;569,08;Belkin
46531,5945246605;35;2;7;8;538,25; 
92373,6840580971;77;2;19;6;725,9; 
156850,850884483;63;4;1;2;822,88; 
150000;22;4;4;2;702,5;Elago
127434,5265;57;3;3;7;724,66;Belkin
67587,68051;22;2;1;7;598,23;Elago
72030,30929;21;2;5;8;581,23;Belkin
83016,5478577883;46;3;13;8;549,5; 
111267,2562;65;3;2;7;734,54;Elago
118169,4253;54;3;10;8;635,61;Belkin
52340,99214;60;1;5;7;591,25;Belkin
116003,3797;67;3;14;5;609,39;Elago
78906,80885;40;2;2;8;677,19;Belkin
62057,00417;31;2;19;1;654,95;Belkin
112991,7941;47;2;5;0;749,72;Belkin
133365,7847;20;2;14;6;771,96;Elago
135321,459332184;75;3;9;4;812,2; 
124897,6676;74;3;4;6;771,99;Belkin
33959,93983;48;2;15;0;611,49;Elago
34245,43194;35;1;20;5;508,91;Elago
113864,5563;55;3;3;8;641;Belkin
84803,53726;60;2;4;1;583,37;Belkin
50310,262856768;56;2;8;5;663,59; 
88454,9587460227;77;2;10;4;641,37; 
53008,05611;73;2;7;6;573,11;Belkin
42091,27251;52;1;8;5;554,94;Elago
108850,3528;73;2;7;1;704,5;Elago
82474,57645;33;3;13;3;694,41;Belkin
139531,7162;58;2;8;4;753,09;Elago
143563,7628;37;4;14;0;801,69;Elago
105280,2549;33;2;13;6;739,17;Belkin
28285,33304;74;2;15;3;503,86;Belkin
44320,55462;66;1;8;6;579,21;Belkin
150703,937646064;70;4;14;1;833,87; 
124145,209705289;32;3;17;4;641,16; 
44320,4796;52;1;6;7;503,24;Elago
103464,859255325;22;3;3;6;726,38; 
68457,40177;63;3;3;0;547,56;Belkin
103099,7679;40;2;9;2;740,12;Belkin
140568,4004;63;4;3;7;804,92;Elago
26141,79116;24;1;18;1;593,23;Elago
140445,0976;33;4;11;7;728,63;Elago
27845,85379;24;2;15;8;543,7;Elago
85689,16169;42;2;12;0;725,63;Belkin
76454,4685551021;22;2;14;3;566,02; 
113907,4036;51;2;17;6;748,72;Belkin
113663,144035135;37;3;16;1;740,9; 
135666,5516;28;3;7;1;804,01;Elago
26289,0657783509;50;2;15;4;479,04; 
63688,87659;33;2;16;7;533,04;Belkin
158326,444190123;38;3;11;1;777,5; 
132989,1815;23;3;16;3;777,2;Elago
104353,8868;54;3;10;5;762,89;Belkin
57210,45545;69;1;3;3;598,36;Belkin
130810,4295;30;3;8;7;723,34;Elago
125887,773588768;25;4;16;1;795,71; 
113105,215;76;3;12;5;630,93;Belkin
66483,68162;24;3;5;2;590,92;Elago
137827,2407;48;3;5;5;797,38;Elago
81594,2904285157;41;2;12;8;672,6; 
110354,144410903;78;3;13;4;724,86; 
105193,4004;32;3;3;0;711,59;Elago
120788,3861;72;3;1;8;642,14;Belkin
97835,29881;76;2;20;0;665,5;Belkin
84797,66737;28;2;17;5;601,05;Elago
34410,64784;31;2;12;4;575,56;Elago
119247,0092;28;3;5;2;642,66;Elago
50369,0801;68;1;6;7;610,48;Belkin
92760,61022;60;3;10;6;705,36;Elago
82846,22097;50;2;13;7;697,01;Belkin
130607,3606;53;2;1;4;673,68;Elago
60640,7667833394;26;2;1;3;583,69; 
109762,7082;40;3;14;1;592,56;Elago
30273,69909;26;1;18;7;617,49;Elago
94880,5771964442;59;2;10;7;695; 
72081,00143;67;2;7;1;654,24;Belkin
36755,6147;30;2;20;6;586,13;Belkin
98408,0623581139;58;3;7;8;593,86; 
130283,266502148;31;3;7;8;760,49; 
37754,4750510027;54;2;7;3;502,04; 
72611,72624;46;3;8;1;565,01;Elago
48450,44177;62;1;17;3;595,27;Belkin
100713,2356;21;3;3;1;737,24;Elago
143844,5462;66;3;2;7;810,87;Elago
89195,5681630137;80;2;18;2;579,06; 
126975,9178;28;3;7;2;694,89;Elago
86232,58983;77;2;12;8;684,49;Belkin
45072,74271;38;1;8;5;617,78;Elago
140612,5067;50;3;11;6;750,64;Elago
137871,8319;24;2;17;5;687,39;Elago
70868,33154;33;1;12;0;651,32;Belkin
49633,62117;34;1;8;0;615,26;Elago
68815,7207044847;26;3;1;5;626,27; 
123708,598515693;67;4;4;8;684,39; 
92590,57375;42;2;16;8;654,51;Belkin
93782,21092;24;2;4;7;653,25;Elago
154297,303658699;58;3;11;7;786,51; 
35439,2535206945;70;2;10;7;578,57; 
55945,95374;43;2;5;7;548,87;Elago
94267,2363488261;21;2;3;7;578,08; 
107490,618;56;2;20;3;750,13;Belkin
58950,67443;41;3;5;6;663,87;Elago
38634,94549;64;2;8;0;588,57;Elago
33394,97154;75;2;20;2;502,82;Belkin
65312,4861004581;65;2;6;0;657,48; 
58381,86266;48;2;16;4;586,13;Elago
59256,2244904314;80;1;3;7;507,03; 
25016,7913665904;79;1;15;5;478,7; 
126955,9209;46;3;20;6;635,07;Elago
86988,13737;78;2;5;4;647,58;Belkin
39061,3025089736;57;2;10;8;495,92; 
114900,5567;79;2;2;8;751,75;Elago
37593,58302;68;2;7;0;605,4;Belkin
93267,86675;48;3;17;1;642,83;Belkin
36862,96422;29;2;8;4;541,62;Elago
59986,2261344946;75;3;20;4;662,02; 
77696,85887;44;2;12;7;650,02;Belkin
114925,1703;31;2;6;6;721,45;Elago
40646,77558;77;2;10;1;508,71;Belkin
66258,2608880112;71;2;19;1;543,98; 
23657,7188283535;70;1;20;1;456,5; 
61664,26731;64;3;3;4;582,5;Belkin
147885,4151;32;3;11;8;727,2;Elago
21415,69046;69;1;20;4;467,64;Belkin
140738,2926;57;2;8;3;696,31;Belkin
128509,8548;62;3;9;7;761,9;Elago
130083,19251232;49;2;16;8;697,32; 
137437,413556002;47;3;13;5;803,34; 
79513,79428;23;3;13;4;668,62;Elago
63063,66871;80;2;3;7;582,94;Elago
114181,579973644;25;2;1;8;653,08; 
74755,92664;72;2;7;1;630,29;Belkin
72744,4575501904;25;3;18;6;655,84; 
31751,41154;64;1;8;0;487,87;Elago
34576,719522889;44;2;17;0;607,74; 
46339,65697;55;2;19;3;569,25;Elago
97012,04408;37;3;20;1;659,73;Elago
75139,51265;47;3;10;4;636,25;Belkin
134551,896;49;2;17;0;786,68;Elago
38579,20533;44;2;20;3;488,7;Elago
111250,6565;41;3;1;2;661,48;Belkin
44734,98734;44;1;7;7;607,77;Elago
116297,3882;69;2;20;1;621,83;Belkin
150779,739941968;54;4;1;5;761,69; 
145764,4694;49;3;11;2;660,48;Elago
87016,16697;33;3;15;2;631,25;Belkin
66917,15977;80;2;16;5;546,55;Belkin
108460,7392;38;3;20;8;711,25;Belkin
48191,71822;37;2;4;3;567,64;Elago
67817,25975;42;1;5;2;611,96;Elago
126933,2668;26;3;17;0;663,43;Elago
49703,02671;43;2;8;1;598,78;Elago
78534,80828;66;2;14;0;627,97;Elago
85591,31102;75;2;12;4;616,38;Belkin
89459,88669;70;2;1;7;576,37;Elago
27502,39038;74;1;18;4;528,67;Belkin
130192,326;41;4;10;8;796;Elago
141160,73;31;2;10;3;791,24;Elago
133726,7903;34;4;19;5;750,63;Elago
145541,725111675;56;3;11;0;691,58; 
32170,695800267;50;1;3;6;482,82; 
122062,9359;69;3;14;5;618,07;Elago
124258,6555;65;3;17;0;641,75;Elago
141225,1182;41;4;11;3;753,83;Elago
113388,7274;72;2;16;5;754,94;Belkin
104890,652;67;3;16;6;596,81;Belkin
90534,1458;31;3;1;3;563,1;Belkin
109329,1117;73;2;3;6;685,99;Elago
112407,699628665;66;2;7;8;711,2; 
122282,795677701;56;3;20;1;656,91; 
26788,47949;78;1;15;0;560,62;Belkin
93917,80498;65;2;2;7;609,56;Elago
45452,98844;38;2;3;1;605,84;Elago
84422,4865963959;41;2;16;3;541,97; 
148845,308670318;24;3;11;8;681,99; 
40832,90604;22;2;3;2;468,27;Elago
96109,44055;25;3;5;7;596,38;Elago
45157,0601038698;51;1;8;3;565,87; 
120732,856514427;30;2;14;0;607,28; 
42504,54193;73;2;8;7;473,86;Elago
149151,4968;62;4;1;2;835,93;Belkin
98424,5269491797;43;3;12;3;694,3; 
94564,46832;34;2;5;2;710,96;Belkin
79646,76126;61;2;5;2;716,28;Belkin
67510,922833276;77;3;8;8;570,54; 
115039,499814086;57;3;20;0;766,84; 
106547,1245;56;3;5;6;677,45;Belkin
48892,74198;70;3;12;8;540,52;Belkin
88183,9471721563;33;2;12;5;602,61; 
124123,2611;35;3;4;7;627,42;Elago
43120,63635;54;2;12;6;530,53;Elago
130334,306943563;30;3;13;4;776,27; 
26252,2229929383;69;2;20;2;514,02; 
69241,1205840683;56;2;16;5;690,79; 
100115,210883421;74;2;19;2;589,99; 
131379,6015;27;3;10;1;664,01;Elago
125644,2809;67;3;16;0;647,4;Belkin
121664,1401;57;3;12;6;632,05;Belkin
41010,73299;62;2;7;4;634,91;Belkin
83026,18931;69;2;19;1;566,79;Belkin
140566,8991;80;3;11;0;658,06;Belkin
25913,38884;78;2;15;5;523,42;Belkin
71288,00637;29;2;17;0;642,5;Belkin
132352,3358;57;3;19;0;722,05;Belkin
62095,1165599406;49;3;20;6;617,47; 
145291,638456139;56;3;3;7;721,81; 
36682,2578871373;37;2;3;5;557,45; 
77199,5291558834;33;2;5;1;540,04; 
41787,23854;80;2;20;0;474,31;Belkin
137902,5321;61;2;3;0;677,4;Elago
55418,5074203596;70;2;19;4;579,47; 
75348,0536719382;35;2;15;1;584,75; 
143027,6578;62;4;1;2;731,65;Belkin
24597,11934;54;1;15;6;569,29;Elago
139230,1217;36;4;1;5;652,93;Elago
93818,51765;60;2;19;7;716,15;Belkin
140529,0377;20;4;1;4;695,83;Elago
115674,1206;26;3;16;6;726,7;Elago
94587,3251737646;43;3;6;3;699,75; 
80049,6333245437;79;2;3;1;543,43; 
42753,33957;69;2;5;4;597,32;Belkin
145895,9548;22;3;11;8;783,36;Elago
26398,20214;56;1;18;0;569,55;Belkin
83505,37458;20;2;3;2;680,62;Elago
65078,55237;52;2;3;2;647,6;Elago
38308,8460913219;22;2;6;1;625,97; 
144760,8182;24;3;11;7;738,94;Belkin
47346,9361105411;58;3;16;1;610,09; 
123721,932298805;52;2;7;6;610,66; 
28591,70865;27;1;3;7;483,91;Elago
56546,11268;38;2;20;0;572,57;Belkin
65138,691695792;33;2;12;4;589,96; 
46404,9763;40;2;7;2;581,08;Elago
125655,7977;58;2;2;5;622,54;Belkin
23191,58204;44;2;20;0;453,67;Elago
41185,12742;68;2;3;7;562,17;Belkin
71902,49354;63;3;7;6;569,68;Elago
35123,38296;58;1;12;5;562,51;Elago
26279,32901;52;1;15;3;593,68;Elago
107710,3192;75;2;16;2;664,15;Belkin
70972,99743;73;2;5;4;651,44;Belkin
23399,66188;27;1;18;1;557,3;Elago
117321,399843059;60;3;9;1;654,2; 
104784,74412356;24;3;5;4;634,34; 
131447,1231;20;3;12;4;702,35;Elago
96013,5049964523;46;3;7;7;690,12; 
35200,5771651126;30;2;8;1;533,72; 
72240,43718;66;3;7;6;525,94;Elago
96593,3031068249;33;2;9;5;736,17; 
111670,946961835;37;3;6;1;667,32; 
51319,14547;80;2;8;0;535,2;Belkin
27470,53776;34;2;18;8;557,32;Elago
119937,6571;47;3;6;7;621,09;Belkin
157936,875331218;69;4;1;0;699,72; 
129808,3291;64;3;13;4;781,8;Belkin
131415,6291;72;3;2;0;772,17;Belkin
73495,83973;35;2;7;2;617,55;Belkin
64585,54807;56;2;15;5;589,3;Belkin
68206,4482397785;53;1;3;1;534,05; 
103694,2277;35;3;6;4;662,9;Elago
23717,2514271061;27;1;15;1;580,14; 
110638,6209;25;2;1;8;594,21;Elago
82186,3432;33;2;15;6;579,24;Belkin
44914,7186336873;68;1;7;0;642,68; 
32798,19088;42;2;18;8;566,09;Elago
59440,74023;35;2;18;8;599,15;Belkin
112340,2078;45;3;3;3;612,48;Belkin
111196,1325;27;3;7;7;725,52;Elago
95591,65429;54;3;10;4;669,56;Belkin
118499,4653;60;3;3;5;761,21;Belkin
27459,77181;62;2;15;3;468,29;Belkin
86617,35541;49;2;3;5;548,9;Belkin
118046,3614;29;3;7;0;629,26;Elago
80870,6794928564;30;2;3;6;619,97; 
72417,28744;59;1;5;8;661,99;Belkin
137260,8177;66;3;13;7;750,64;Belkin
72469,6942777282;52;1;5;7;583,05; 
20000;36;1;15;8;572,82;Elago
93024,59976;44;3;6;1;619,4;Elago
35534,49096;25;1;10;0;617,09;Elago
109032,9213;53;3;1;3;731,78;Belkin
57279,99419;71;3;8;8;543,12;Belkin
115940,332;77;3;16;7;706,44;Belkin
135945,606;45;4;12;1;706,18;Elago
56190,32758;80;3;1;8;657,24;Belkin
93085,42224;66;2;14;7;706,29;Belkin
46691,58043;73;2;20;2;486,21;Belkin
79393,77022;51;3;4;5;653,53;Belkin
40332,7291;59;2;12;8;603,76;Belkin
131571,182211528;42;3;16;5;700,5; 
84178,16151;64;2;1;8;587,77;Belkin
147767,1898;20;3;17;7;796,75;Elago
100656,2982;80;3;3;3;710,75;Elago
143756,2064;72;3;8;1;732,56;Elago
82990,81344;54;2;5;5;620,13;Belkin
74702,88402;42;3;8;1;666,17;Elago
50641,52166;49;2;6;1;625,62;Elago
77577,29544;79;3;1;6;696,88;Belkin
131957,8134;65;4;3;1;720,46;Belkin
71833,64626;55;3;15;0;559,01;Elago
79626,95752;49;2;3;1;580,56;Belkin
111663,411116493;78;3;2;5;694,72; 
78095,3191422922;62;3;15;1;669,5; 
33828,82714;27;2;7;5;571,18;Elago
111277,897755793;63;3;16;5;604,48; 
147503,9701;76;4;11;2;713,23;Belkin
145976,7211;26;3;10;3;691,98;Belkin
40208,32764;76;1;7;8;622,72;Belkin
141407,354727625;40;2;10;0;808,69; 
81552,46271;49;3;3;0;686,49;Belkin
47050,92805;71;1;17;3;572,22;Elago
66892,10489;20;2;17;5;539,99;Elago
134390,447984628;80;2;4;0;735,61; 
131695,1549;71;3;3;5;714,49;Belkin
39360,55731;58;2;15;8;547,96;Belkin
91343,6075795757;68;2;18;6;593,27; 
48022,81295;41;2;20;3;484,45;Elago
26469,7830976524;59;2;15;5;507,2; 
102526,0791;67;2;20;5;670,6;Belkin
43126,5138;66;1;7;4;593,9;Belkin
30021,71032;29;1;18;0;572,48;Elago
46252,41103;34;2;18;0;551,13;Elago
104462,76192899;60;2;8;1;615,37; 
67682,15601;62;2;19;8;557,97;Belkin
33332,77056;22;1;19;7;549,71;Elago
115497,969261542;70;3;1;5;653,61; 
67315,1816902202;60;1;7;3;693,32; 
129396,525983564;52;4;12;0;759,79; 
82009,5142;65;2;7;2;700,33;Belkin
32248,9201203608;28;2;7;2;456,27; 
124528,7841;37;3;20;2;640,44;Elago
28062,16914;78;2;15;2;488,74;Belkin
91717,44423;68;3;17;8;600,57;Belkin
139234,646496294;36;3;13;1;812,77; 
91673,37803;70;2;3;1;656,76;Elago
145699,1544;43;3;13;7;775,38;Elago
74722,2170405333;69;3;17;4;665,63; 
108105,817;71;3;4;4;598,64;Elago
46085,73269;30;1;15;0;586,5;Elago
36187,3141246433;37;2;20;7;633,93; 
107979,372170217;26;3;6;6;710,08; 
36124,4918;42;2;20;5;463,41;Elago
39873,285444973;78;1;5;2;645,35; 
118767,3434;72;3;12;4;778,26;Elago
36789,27853;68;1;3;7;564,26;Belkin
36772,4280879876;50;1;5;8;545,36; 
140406,525502815;55;3;14;4;685,11; 
105531,3136;70;3;16;8;609,35;Belkin
60457,66134;48;2;10;1;609,18;Elago
143428,4681;59;4;11;2;770,86;Belkin
145538,083403356;51;4;4;8;738,48; 
51697,5936;58;2;10;2;549,92;Elago
46009,36558;57;2;1;6;536,23;Elago
63961,68636;54;3;19;7;560,55;Elago
139105,331556266;43;3;7;1;747,29; 
90815,60163;72;2;1;3;560,1;Elago
45706,3499687341;28;3;1;2;499,84; 
103032,223602248;69;3;9;4;592,2; 
37894,78815;60;2;18;5;553,66;Elago
